#t    <|E|>    <|B|>    <|E|^2>    <|B|^2>    rms(|E|)    rms(|B|)
75.6604489999981    880240.00627819    798480.31103696    1194625553175.22    981319732243.292    647922.128440287    586301.053324664
76.0140024999979    1713555.31886598    557564.570761435    4058667994530.32    487978634181.876    1059432.00051558    420832.964029071
76.3675559999976    2155624.38949934    421856.88598536    5855505331200.65    304742287347.155    1099449.32697977    356060.465502546
76.7211094999974    2046798.09431473    462223.638868064    6020996313403.07    366819477556.543    1353371.29957475    391367.838775886
77.0746629999971    1940335.29657359    537344.06013312    5378995569803.79    543732716137.682    1270470.19117903    504969.382415743
77.4282164999969    1385704.07282794    699982.699743068    2935848516689.23    941016324930.69    1007805.9035535    671595.521866469
77.7817699999966    1030022.60379938    885634.079301048    1731913209028.18    1430878516583.82    819125.536587966    804071.386236575
78.1353234999964    1870627.87664639    653745.105154273    4743792391984.42    825367354057.03    1115591.20608664    630860.278939686
78.4888769999961    2432009.18881827    539139.454283874    7377967541131.99    600894597884.873    1209668.89959009    556976.88167406
78.8424304999959    2133962.30986763    552527.170509428    6667048673323.32    606359120199.179    1453703.38562849    548701.053441694
79.1959839999956    2199766.82090864    601812.641245959    6829075618713.09    784598107436.104    1410709.59178088    649938.191117176
79.5495374999954    1752876.98909007    692347.600663879    4530863836535.8    1154281549501.44    1207595.17126159    821545.098796412
79.9030909999951    1281301.08830206    896871.569695857    2649096850111.6    1671640361261    1003675.43121647    931268.891745174
80.2566444999949    1144977.35704146    1016250.5164746    2343693919422.02    1866168236189.19    1016228.70028571    912909.154272374
80.6101979999946    2280105.37030851    749477.23598017    6939625056140.92    1163739367700.65    1319372.7890294    775901.566210675
80.9637514999944    2184784.92824465    671709.632903441    6930582920788.07    951894350611.581    1468774.22979269    707601.950022967
81.3173049999941    2501358.41988851    693777.569475547    8562163566447.49    1068241935054.77    1518344.3686135    766103.530306036
81.6708584999939    2112142.26031756    763428.335081956    6378750144237.05    1375763825582    1384776.23333796    890472.348125417
82.0244119999936    1633216.35647361    919708.527427561    4166256347861.93    1851858399945.95    1224279.65792502    1002992.83373461
82.3779654999934    1279973.55157248    1106680.35860461    2869014222458.55    2359079727622.25    1109361.04570761    1065053.19655922
82.7315189999931    1770569.60725055    980594.21349339    4670618265334.97    1873063897950.28    1239234.25195384    954724.508124493
83.0850724999928    2157166.76653952    841716.215626364    6265546526101.71    1453401179676.71    1269715.74277046    863084.579880991
83.4386259999926    2581799.65808562    791383.059810689    8987819365251.69    1284122990548.97    1523853.63167223    811070.800358168
83.7921794999923    2455456.08729513    820991.221072934    8198874523970.14    1448996510971.7    1472959.5810257    880323.761972193
84.1457329999921    2041377.58635057    940203.148150033    6130017745038.86    1892449796073.58    1400997.96394726    1004224.99285885
84.4992864999918    1534268.85613749    1126424.74871221    3809602507092.84    2520531526168.31    1206491.43560135    1118793.46246613
84.8528399999916    1395548.82616846    1258620.55003866    3377012522449.27    2756208846870.81    1195598.59326997    1082627.89447306
85.2063934999913    2383777.17842255    1004299.32004278    7487103529347.41    1930217117254.27    1343394.91326238    959999.996362444
85.5599469999911    2583277.98432528    930812.271750956    8852792199662.52    1634357758688.38    1476301.81716438    876325.438091467
85.9135004999908    2591423.92567223    901860.115264828    8893450424088.54    1562390599512.66    1475795.53514099    865470.353049238
86.2670539999906    2358545.95187078    976582.346971297    7820646491022.12    1830913929956.95    1502633.5161762    936590.011446303
86.6206074999903    1910750.91665532    1114497.78850904    5438162075990.9    2312765922548.19    1336859.38321565    1034727.30801726
86.9741609999901    1513599.34841885    1321342.75499057    3610471665656.87    3016759732151.68    1148689.98346939    1127303.4445018
87.3277144999898    1707382.19790953    1277922.350591    4399341137584.47    2725359171209.08    1218272.20597291    1045118.95833396
87.6812679999896    2303122.8973641    1094468.30578998    7112202327956.21    2071605677934.67    1344554.66515624    934743.176255312
88.0348214999893    2629536.12788421    1002402.35738566    8993312900866.29    1770383052000.51    1441822.68431941    874970.037148803
88.3883749999891    2578534.38590942    1025711.7423752    8935158789359.96    1878068183110.51    1512057.93871884    908836.401484962
88.7419284999888    2273493.9235483    1128290.10096424    6973897418225.83    2263338300911.39    1343548.58409169    995138.055235294
89.0954819999886    1792075.43249616    1301765.02181743    4642820684469.05    2844944312757.98    1196363.79446754    1072544.70337169
89.4490354999883    1574798.78770028    1452959.6068869    3770080420519.17    3281887093060.87    1135820.93605326    1082033.0280615
89.8025889999881    2205067.84572872    1252240.10452499    6431859388991.69    2514549733659.06    1252810.91339635    972853.768188367
90.1561424999878    2560814.0191377    1131486.21569958    8301624914806.78    2103941383082.8    1320551.57952826    907568.359279145
90.5096959999876    2675688.40827192    1101671.92911343    9259967156827.05    2039622641617.76    1449364.92943163    908813.293378377
90.8632494999873    2554981.90240142    1147502.17176045    8415659034318.2    2220441826071.24    1373945.60034938    950621.161071162
91.2168029999871    2194828.73209929    1268229.75802544    6476275610007.6    2631787251453.96    1288022.68875942    1011622.72231929
91.5703564999868    1723712.78728888    1465449.63430493    4238399922450.21    3347278862388.12    1125706.06704727    1095324.71518891
91.9239099999865    1731481.28582118    1497953.19619042    4346625413142.95    3333773390911.69    1161291.50948157    1043987.36244007
92.2774634999863    2448207.42879691    1281275.91118597    7653151966648.98    2593948089577.12    1288189.56378034    975848.414966006
92.631016999986    2630847.2821978    1206898.19412431    8868603692865.79    2361736058909.71    1395437.66274894    951384.679259234
92.9845704999858    2703967.8792559    1194829.80194038    9227670921205.82    2355152618938.25    1384279.10088904    963085.854601429
93.3381239999855    2428430.22890057    1277640.69305594    7705027099544.88    2674433354801.1    1344527.32322807    1020817.13065986
93.6916774999853    2024461.86414501    1416621.90528628    5577775771244.81    3155891784264.19    1216277.07857516    1071948.76823814
94.045230999985    1718274.01665339    1568855.28305677    4233079462497.53    3669967523034.84    1131642.11047104    1099391.02409456
94.3987844999848    1964647.72359855    1492351.85687892    5279786102982.92    3358658519907.54    1191614.62945953    1063740.78382733
94.7523379999845    2416488.4517283    1340136.79283855    7453877454143.76    2837725162124.91    1270614.42491714    1020665.73304158
95.1058914999843    2677118.0000536    1264104.37195644    9001715474674.42    2580414795148.45    1354531.16924767    991188.645994835
95.459444999984    2616047.42417538    1286560.36342655    8721793105225.48    2679351102215.62    1370433.86549328    1011984.94725731
95.8129984999838    2343775.331631    1385609.22055935    7070657271488.83    3043437881743.03    1255935.69354758    1059964.60773176
96.1665519999835    1946720.35442439    1533834.51225608    5099617444271.24    3575061438811.48    1144507.45123874    1105627.93372076
96.5201054999833    1749291.28725043    1644430.37141332    4367923326323.78    3883237699600.01    1143636.00794725    1085857.47369232
96.873658999983    2240177.4158033    1474882.17418017    6441777335284.33    3297685739230.67    1193055.94211217    1059437.73366642
97.2272124999828    2541316.25498749    1367800.9161164    8058951997541.71    2952038643802.81    1265173.38324757    1039788.10229485
97.5807659999825    2695032.3590267    1328737.63229902    9142147777119.77    2840077078897.3    1370747.37312124    1036597.02074128
97.9343194999823    2583140.02685715    1375671.44164112    8389607648540.22    3044605979416.96    1310341.65399283    1073375.08079423
98.287872999982    2292628.38223591    1473525.79429819    6794763841533.48    3398016545988.56    1240410.79586557    1107582.17732431
98.6414264999818    1897962.01461473    1624938.70769299    4968104256533.7    3928258941007.47    1168693.47889568    1134827.36010748
98.9949799999815    1820296.65317734    1681935.08115511    4706046141936.46    4084161881575.74    1180070.43703663    1120382.19566159
99.3485334999813    2406816.65044756    1504901.26175696    7293995012506.71    3510252306699.91    1225246.35222273    1116030.68912204
99.702086999981    2649952.33946201    1418362.61733813    8793333250249.58    3215340761947.62    1330821.49397632    1097081.69599413
100.055640499981    2663418.81289381    1402543.47667186    8880926469825.19    3183080498758.33    1336834.58099666    1102702.26933816
100.409193999981    2517199.86437048    1470433.90258595    8053144439788.71    3433641327087.58    1310285.95451602    1127592.77454826
100.76274749998    2187660.99988402    1583352.41292586    6308896858503.46    3834784078664.31    1234113.53128062    1152293.02486224
101.11630099998    1861889.32818975    1719906.59614021    4883892603400.34    4308190348361.8    1190487.60303225    1161943.04891212
101.46985449998    1932826.11351386    1708770.50175189    5118481518255.95    4289252840658.44    1175867.65121542    1170194.94657986
101.823407999979    2420744.69204878    1539132.60866249    7465088777871.56    3607541361521.14    1266919.06363004    1112929.54605084
102.176961499979    2633476.28600918    1465894.24890562    8665666977719.48    3370155166039.48    1315473.15774469    1105128.5975238
102.530514999979    2668231.99485904    1464984.89481068    8903295130860.6    3395114884798.02    1335602.16848848    1117557.22125292
