1:binCentralValue 2:valuesAverage 3:valuesAverage 4:multiplicity
27.5 4.729462251873029e-49 1.081392457921519e-46 24
27.75 1.786698278758095e-50 6.037250473398251e-50 1

0.25 9.150285153351815e-18 1.248801112154908e-15 18
0.5 1.014944158179219e-16 1.08347165906768e-14 62
0.75 3.650933127195908e-16 2.881517589894092e-14 98
1 1.566549328169596e-15 8.215319733714697e-14 210
1.25 3.377075227055515e-15 9.433023649262788e-14 350
1.5 3.1399062617926e-15 2.854145994956126e-14 450
1.75 1.213798692092103e-15 1.343903390917832e-15 602
2 9.378268537250477e-17 1.017586656314043e-15 762
2.25 1.087138751763126e-17 1.068205171214211e-15 1142
2.5 1.314872855205523e-17 1.0474020717511e-15 1250
2.75 1.283904971721298e-17 1.384358891384355e-15 1458
3 1.443006982188707e-17 2.283411890404994e-15 1814
3.25 2.389620134483789e-17 2.464503963765206e-15 2178
3.5 3.066237597917423e-17 3.213722296266331e-15 2498
3.75 3.586029146080647e-17 8.567787016658405e-15 2622
4 7.137753877947552e-18 5.535809867340603e-15 3338
4.25 1.425460677129932e-27 2.938620843223625e-25 3722
4.5 9.256023996516275e-28 2.129673582065916e-25 4170
4.75 4.401340741389143e-28 1.264975196756244e-25 4358
5 2.026557357814595e-28 6.681481712048895e-26 5034
5.25 8.177432441162851e-29 2.701136091274599e-26 5714
5.5 3.498992856111915e-29 9.353250125043881e-27 5982
5.75 2.389280161223801e-29 4.52443107410638e-27 6602
6 1.745849000760967e-29 3.248317552919494e-27 7130
6.25 1.166895859502787e-29 2.205044402869856e-27 8034
6.5 7.257700059389719e-30 1.32795663417352e-27 8606
6.75 4.699188657730684e-30 8.297742362116227e-28 9066
7 3.177438467540432e-30 5.300169859187523e-28 9962
7.25 1.867793476222533e-30 3.138960781467128e-28 10550
7.5 8.758059502694644e-31 1.37103801253089e-28 11226
7.75 1.890410726052045e-31 2.776312299928199e-29 12146
8 4.35453009471504e-33 6.015628603626718e-31 12606
8.25 4.68877883736659e-41 9.138220384206725e-39 13802
8.5 2.540955287964195e-41 5.362390131001904e-39 14754
8.75 1.233670367922912e-41 2.836855431287531e-39 15194
9 5.733888833218943e-42 1.414554596376478e-39 16454
9.25 2.819369310465998e-42 6.52574204919116e-40 17154
9.5 1.781358074794019e-42 4.303683552281056e-40 18266
9.75 1.252172860778189e-42 3.013145138011901e-40 18750
10 8.91488671047897e-43 2.1290387565104e-40 20234
10.25 5.708312127739397e-43 1.377142348647653e-40 21450
10.5 3.038146598163783e-43 7.456450096363875e-41 21962
10.75 1.458180708590175e-43 3.330502785193634e-41 23462
