1:binCentralValue 2:valuesAverage 3:multiplicity
0.5 3.446644926381906e-27 62
0.75 3.119225505405641e-27 98
1 4.888350218683171e-27 210
1.25 5.567381844719727e-27 350
1.5 4.109258463983503e-27 450
1.75 1.955893069248002e-27 602
2 1.972439039332166e-26 762
2.25 4.520697130619768e-26 1142
2.5 2.294946048119698e-26 1250
2.75 1.384871709432193e-26 1458
3 9.854877239958579e-27 1814
3.25 8.109022464188309e-27 2178
3.5 7.312644899879761e-27 2498
3.75 7.432590237357442e-27 2622
4 8.520435851517254e-27 3191
4.25 7.163719070978327e-27 3044
4.5 5.226415907687506e-27 2736
4.75 4.409347288970455e-27 2276
5 4.146548451022398e-27 2016
5.25 3.575320955226948e-27 1640
5.5 2.515013989992474e-27 1056
5.75 1.554411575424449e-27 683
6 6.726792871250579e-28 350
6.25 3.118863132095932e-28 192
6.5 6.009951866926402e-29 44
6.75 1.916575618859887e-29 24
7 9.123798606278431e-32 1

0.25 1.150287004370248e-26 18
0.5 4.624403771255155e-27 62
0.75 6.908232092036285e-27 98
1 6.001265373647713e-26 210
1.25 1.37577586640001e-25 350
1.5 1.377514801836018e-25 450
1.75 3.457388102330558e-26 602
2 2.620365181374109e-25 762
2.25 5.075425216244343e-25 1142
2.5 1.512018284656437e-25 1250
2.75 3.491337050712939e-26 1458
3 1.141672464643691e-26 1814
3.25 8.806228774623656e-27 2178
3.5 8.006305061385051e-27 2498
3.75 8.578747821683672e-27 2622
4 9.723944247383716e-27 3191
4.25 8.566504090656073e-27 3044
4.5 6.367876756913803e-27 2736
4.75 4.287060416317411e-27 2276
5 4.137574992881663e-27 2016
5.25 3.696057525945105e-27 1640
5.5 2.592409470583047e-27 1056
5.75 1.465729222945822e-27 683
6 6.09497860586879e-28 350
6.25 3.393133126431525e-28 192
6.5 6.108359845703819e-29 44
6.75 2.00300131403624e-29 24
7 1.021248390480277e-31 1

0.25 1.362520665264743e-24 18
0.5 3.014412384746983e-24 62
0.75 2.121736235175459e-24 98
1 2.433664107766879e-24 210
1.25 1.105264998435284e-24 350
1.5 2.157720770383982e-25 450
1.75 6.123801182631491e-24 602
2 3.127474411849026e-23 762
2.25 4.021623799060612e-23 1142
2.5 1.409080906077199e-23 1250
2.75 4.398001129746289e-24 1458
3 1.377780666550284e-24 1814
3.25 5.292561340045369e-25 2178
3.5 1.655005291434044e-25 2498
3.75 5.539913390686269e-26 2622
4 2.598732380016946e-26 3191
4.25 1.43557848549324e-26 3044
4.5 1.019646341615057e-26 2736
4.75 8.427532620495769e-27 2276
5 7.525910677227397e-27 2016
5.25 5.22989075463667e-27 1640
5.5 2.97154994238674e-27 1056
5.75 1.494052169375473e-27 683
6 5.644993059113927e-28 350
6.25 3.363337378035288e-28 192
6.5 5.424793396410766e-29 44
6.75 1.838641662324125e-29 24
7 1.060330427455624e-31 1

0.25 2.900556087392593e-23 18
0.5 3.308490114492387e-23 62
0.75 6.439251901911421e-24 98
1 3.525558737935658e-24 210
1.25 7.170287394650953e-24 350
1.5 1.926510292634314e-23 450
1.75 2.520354187522317e-22 602
2 9.502720301525865e-22 762
2.25 9.223661079371357e-22 1142
2.5 2.267521209441878e-22 1250
2.75 4.277750037453371e-23 1458
3 8.354054209538224e-24 1814
3.25 2.32402037144445e-24 2178
3.5 5.995592564257312e-25 2498
3.75 1.892448539807888e-25 2622
4 6.287177401437566e-26 3191
4.25 3.834914880873132e-26 3044
4.5 3.002113980436387e-26 2736
4.75 2.429152507650314e-26 2276
5 1.869060727240241e-26 2016
5.25 1.025838501823645e-26 1640
5.5 4.459144674548032e-27 1056
5.75 1.648768802531762e-27 683
6 5.927509111556738e-28 350
6.25 3.006249588656919e-28 192
6.5 5.033991983090774e-29 44
6.75 1.919777191945111e-29 24
7 1.272771151560009e-31 1

0.25 1.835197600617683e-21 18
0.5 3.372077261065237e-21 62
0.75 1.709724331053235e-21 98
1 1.090070080144595e-21 210
1.25 2.013971451652699e-22 350
1.5 3.815763144554821e-21 450
1.75 2.210450257029913e-20 602
2 5.372568199787534e-20 762
2.25 4.318316777292308e-20 1142
2.5 1.027805143740975e-20 1250
2.75 2.015399263413964e-21 1458
3 3.999263585712597e-22 1814
3.25 9.049899362369436e-23 2178
3.5 1.194619890699003e-23 2498
3.75 1.521598843103039e-24 2622
4 4.678717736998489e-25 3191
4.25 3.55442986697258e-25 3044
4.5 3.274656328200779e-25 2736
4.75 2.333526777180889e-25 2276
5 1.252830137555413e-25 2016
5.25 5.335529568478614e-26 1640
5.5 1.503012283496799e-26 1056
5.75 2.274487462995029e-27 683
6 6.343694176621688e-28 350
6.25 2.460273057279871e-28 192
6.5 5.324030562906708e-29 44
6.75 1.859944329675745e-29 24
7 1.370374680844508e-31 1

0.25 1.138721249375849e-19 18
0.5 2.949737491950109e-19 62
0.75 2.810277538248173e-19 98
1 4.957261387063803e-19 210
1.25 7.580882795525816e-19 350
1.5 1.356563717995305e-18 450
1.75 2.644580785136268e-18 602
2 3.983843567529249e-18 762
2.25 2.719138217525593e-18 1142
2.5 7.174127114539402e-19 1250
2.75 1.942359646820322e-19 1458
3 6.07331773444401e-20 1814
3.25 2.149439647820458e-20 2178
3.5 4.527512443453984e-21 2498
3.75 5.49477419691177e-22 2622
4 2.472072296131419e-23 3191
4.25 3.741075824523892e-24 3044
4.5 2.333271728392494e-24 2736
4.75 1.192573163043547e-24 2276
5 5.977451554226069e-25 2016
5.25 2.686653058774086e-25 1640
5.5 5.595099712396544e-26 1056
5.75 4.992825036341114e-27 683
6 6.313717252913376e-28 350
6.25 2.820240609934195e-28 192
6.5 6.379957403228327e-29 44
6.75 2.058804273340638e-29 24
7 1.311525486857734e-31 1

0.25 2.845767247263069e-18 18
0.5 4.375518404071169e-18 62
0.75 1.454044835144369e-18 98
1 3.533121641482591e-19 210
1.25 2.576524810226842e-18 350
1.5 1.645435935695332e-17 450
1.75 5.052447697297412e-17 602
2 7.814059155443793e-17 762
2.25 3.75235981556508e-17 1142
2.5 4.45118391293555e-18 1250
2.75 2.346287397707087e-19 1458
3 6.478305517122707e-20 1814
3.25 5.299471735868484e-20 2178
3.5 1.798908027666884e-20 2498
3.75 2.207167460399432e-21 2622
4 1.195717944124258e-22 3191
4.25 2.188982527878882e-23 3044
4.5 1.420513641412756e-23 2736
4.75 6.344864176631611e-24 2276
5 2.781827678134794e-24 2016
5.25 1.076024164263402e-24 1640
5.5 2.132257177082522e-25 1056
5.75 1.305975772595485e-26 683
6 9.36545370567269e-28 350
6.25 4.012757302511554e-28 192
6.5 7.17401268788784e-29 44
6.75 2.021438227989316e-29 24
7 1.365130682834659e-31 1

0.25 3.35293210265413e-16 18
0.5 1.083959798329092e-15 62
0.75 1.292638240309723e-15 98
1 2.649551201585475e-15 210
1.25 4.030586463970428e-15 350
1.5 6.116393211866119e-15 450
1.75 8.553899439387444e-15 602
2 9.261654613891315e-15 762
2.25 4.918963501045188e-15 1142
2.5 1.182097886027584e-15 1250
2.75 3.239352416389521e-16 1458
3 1.027632337275294e-16 1814
3.25 3.126201259462073e-17 2178
3.5 4.180958734075223e-18 2498
3.75 2.5588017897513e-19 2622
4 3.812234761521563e-21 3191
4.25 1.773655204233752e-22 3044
4.5 5.081797804141204e-23 2736
4.75 2.715206871903387e-23 2276
5 2.66479384946758e-23 2016
5.25 1.717859356403528e-23 1640
5.5 4.99338733719622e-24 1056
5.75 5.147818021800083e-25 683
6 3.971852946014246e-26 350
6.25 1.05830475281477e-26 192
6.5 8.796748126042974e-28 44
6.75 1.15173062933233e-28 24
7 4.185845363624566e-31 1

0.25 4.731392717099762e-15 18
0.5 5.902376962449586e-15 62
0.75 9.895949619502094e-16 98
1 7.817893819127536e-16 210
1.25 1.248653279053453e-14 350
1.5 4.625337410511993e-14 450
1.75 9.489619061274616e-14 602
2 9.511311938412284e-14 762
2.25 2.123962307712257e-14 1142
2.5 1.165897197994466e-15 1250
2.75 1.61700046911622e-15 1458
3 1.123809341159318e-15 1814
3.25 4.798666746432819e-16 2178
3.5 8.154423850526343e-17 2498
3.75 7.835397841022366e-18 2622
4 3.403159490755295e-18 3191
4.25 2.262102119531645e-18 3044
4.5 1.341708534986006e-18 2736
4.75 5.378361298989385e-19 2276
5 1.813571999526713e-19 2016
5.25 4.172363650296913e-20 1640
5.5 6.431216899487049e-21 1056
5.75 2.619256456971955e-21 683
6 4.534220213481763e-22 350
6.25 3.845045108762913e-23 192
6.5 7.303460060203302e-25 44
6.75 1.191458693725124e-26 24
7 1.214008116570549e-29 1

0.25 5.582866558205406e-13 18
0.5 1.625832654217974e-12 62
0.75 1.7840530064917e-12 98
1 3.530628487901253e-12 210
1.25 5.3596354192586e-12 350
1.5 8.041705710150263e-12 450
1.75 1.005015748822121e-11 602
2 8.173746697603707e-12 762
2.25 2.309777249377156e-12 1142
2.5 2.100460287856547e-13 1250
2.75 1.638098352903225e-14 1458
3 2.39163056019626e-15 1814
3.25 4.298083709569575e-16 2178
3.5 2.488627803043564e-16 2498
3.75 3.062750050048109e-16 2622
4 3.554498207910967e-16 3191
4.25 1.63969434142589e-16 3044
4.5 1.850317689199966e-16 2736
4.75 1.41899547623403e-16 2276
5 6.902399141158172e-17 2016
5.25 2.112872573790137e-17 1640
5.5 7.066647344534674e-18 1056
5.75 4.655909542368276e-18 683
6 9.893446916401017e-19 350
6.25 9.281053713342173e-20 192
6.5 4.212034611795014e-21 44
6.75 1.888486825068695e-21 24
7 1.538280825101025e-24 1

0.25 8.734011084897038e-12 18
0.5 9.3719144810223e-12 62
0.75 1.054468131273252e-12 98
1 3.512951651445312e-12 210
1.25 3.218625095453205e-11 350
1.5 9.705554180894166e-11 450
1.75 1.573265004257394e-10 602
2 1.11725827811563e-10 762
2.25 1.62254332389569e-11 1142
2.5 9.229261220011312e-12 1250
2.75 8.367947783471815e-12 1458
3 5.55159792007114e-12 1814
3.25 4.207497176839987e-12 2178
3.5 3.9028307365439e-12 2498
3.75 4.966597874058941e-12 2622
4 6.143223893260109e-12 3191
4.25 3.130077318050691e-12 3044
4.5 1.081707866660653e-12 2736
4.75 2.291657258616323e-13 2276
5 1.549175961479867e-13 2016
5.25 1.903575264997471e-13 1640
5.5 1.414084477457049e-13 1056
5.75 3.542437656594873e-14 683
6 3.176567971195395e-15 350
6.25 3.030817353809955e-16 192
6.5 2.590731099961439e-17 44
6.75 9.454678416995814e-18 24
7 1.965263726851089e-20 1

0.25 2.379911987948095e-10 18
0.5 2.597043899635415e-10 62
0.75 1.030096757519212e-10 98
1 2.00314880447243e-10 210
1.25 3.856255029018353e-10 350
1.5 1.07406329333403e-09 450
1.75 2.405946236650609e-09 602
2 1.743753277909859e-09 762
2.25 2.51137170820967e-10 1142
2.5 2.960488625139917e-10 1250
2.75 4.008698917740524e-10 1458
3 5.752473705784701e-10 1814
3.25 9.987382937922063e-10 2178
3.5 1.594651605532301e-09 2498
3.75 2.185030186274586e-09 2622
4 3.295744649292842e-09 3191
4.25 3.321612244951793e-09 3044
4.5 2.818515721013269e-09 2736
4.75 1.533554805838595e-09 2276
5 8.103880618573805e-10 2016
5.25 4.282463743433479e-10 1640
5.5 1.949430129144713e-10 1056
5.75 7.431520334807994e-11 683
6 1.372122257152751e-11 350
6.25 2.747242683700616e-12 192
6.5 5.18205829791113e-13 44
6.75 2.379799793287671e-13 24
7 3.796507368958889e-16 1

0.25 1.825063442357927e-10 18
0.5 4.127440983208776e-10 62
0.75 2.878116037727186e-10 98
1 5.038089195232217e-10 210
1.25 5.142415054796872e-10 350
1.5 1.53432706658935e-09 450
1.75 6.017674657758351e-09 602
2 6.864725828297305e-09 762
2.25 3.093573216628827e-09 1142
2.5 2.591295027000328e-09 1250
2.75 2.166523559667845e-09 1458
3 2.140604666940689e-09 1814
3.25 2.972511306783791e-09 2178
3.5 4.798208850716131e-09 2498
3.75 6.818738848696138e-09 2622
4 1.033471125999712e-08 3191
4.25 1.198658206392611e-08 3044
4.5 1.230873998490327e-08 2736
4.75 9.242037538702254e-09 2276
5 7.009522269577341e-09 2016
5.25 5.714898954187445e-09 1640
5.5 3.931613362359397e-09 1056
5.75 1.952459651918788e-09 683
6 7.813791465483052e-10 350
6.25 3.897739710047964e-10 192
6.5 5.789565721944666e-11 44
6.75 1.935800946527152e-11 24
7 3.341100439213895e-14 1

0.25 8.377885888189515e-10 18
0.5 1.233212878836578e-09 62
0.75 1.019031169125444e-09 98
1 2.653784392469597e-09 210
1.25 4.850368369567679e-09 350
1.5 9.914991804554121e-09 450
1.75 1.778494362411392e-08 602
2 1.683327652499174e-08 762
2.25 2.408210769203911e-08 1142
2.5 2.52331504091542e-08 1250
2.75 2.567437277313994e-08 1458
3 3.055048007403938e-08 1814
3.25 3.307328317143849e-08 2178
3.5 3.994277196880667e-08 2498
3.75 4.931882209424999e-08 2622
4 6.41547436143951e-08 3191
4.25 6.684568790669024e-08 3044
4.5 7.089027635693711e-08 2736
4.75 6.404327979664181e-08 2276
5 6.70638950359541e-08 2016
5.25 6.003342876089394e-08 1640
5.5 4.817395463500979e-08 1056
5.75 2.358772435265019e-08 683
6 9.9896267635115e-09 350
6.25 5.802327513924373e-09 192
6.5 1.455856233103799e-09 44
6.75 6.681411239392602e-10 24
7 7.643981317490318e-13 1

0.25 1.509693244912669e-09 18
0.5 2.275521018905191e-09 62
0.75 3.220770082781592e-09 98
1 8.501760588402824e-09 210
1.25 1.025848531103199e-08 350
1.5 1.921957807698726e-08 450
1.75 4.905124653615566e-08 602
2 5.515957760208879e-08 762
2.25 1.300854402352637e-07 1142
2.5 1.046716535110263e-07 1250
2.75 9.221009116230376e-08 1458
3 1.06581111244113e-07 1814
3.25 1.131827021265981e-07 2178
3.5 1.416234691000139e-07 2498
3.75 1.613516078911077e-07 2622
4 2.19272265057009e-07 3191
4.25 2.277937700234576e-07 3044
4.5 2.419309117324489e-07 2736
4.75 2.255300366388785e-07 2276
5 2.266019456582639e-07 2016
5.25 2.130422663791347e-07 1640
5.5 1.400270344028112e-07 1056
5.75 7.346747849045364e-08 683
6 2.875149107070134e-08 350
6.25 1.438540296748689e-08 192
6.5 3.460481666305522e-09 44
6.75 1.677705373847452e-09 24
7 3.855195841025439e-12 1

0.25 3.37576043068466e-09 18
0.5 5.981367221062645e-09 62
0.75 1.042369072276154e-08 98
1 1.950493696027596e-08 210
1.25 3.666700504633117e-08 350
1.5 5.074258938791019e-08 450
1.75 1.145390902844839e-07 602
2 1.900664393801265e-07 762
2.25 3.796517071614585e-07 1142
2.5 2.351854069055652e-07 1250
2.75 1.931024848151253e-07 1458
3 2.147745079544067e-07 1814
3.25 2.524518763039732e-07 2178
3.5 2.903418671058328e-07 2498
3.75 3.654228435143795e-07 2622
4 5.285699246908176e-07 3191
4.25 6.176116757442203e-07 3044
4.5 7.004006928675458e-07 2736
4.75 6.532237000269685e-07 2276
5 7.002714247399866e-07 2016
5.25 6.238280124375559e-07 1640
5.5 4.094814525490487e-07 1056
5.75 2.517836833657134e-07 683
6 1.056314080287062e-07 350
6.25 5.755414728742541e-08 192
6.5 1.05693569664274e-08 44
6.75 6.985440540756738e-09 24
7 1.070606252045754e-11 1

0.25 6.796623797120175e-09 18
0.5 1.696281412596157e-08 62
0.75 1.77894310898723e-08 98
1 4.423398703104654e-08 210
1.25 6.281497337778394e-08 350
1.5 9.505344264469798e-08 450
1.75 2.392551007551591e-07 602
2 4.92727727655683e-07 762
2.25 8.338982648961568e-07 1142
2.5 4.674520718287348e-07 1250
2.75 4.697220368471686e-07 1458
3 5.611776915081279e-07 1814
3.25 7.073620647558784e-07 2178
3.5 8.566669093506199e-07 2498
3.75 1.038490102179011e-06 2622
4 1.398357885695052e-06 3191
4.25 1.537126305247685e-06 3044
4.5 1.658501480174069e-06 2736
4.75 1.522482820034839e-06 2276
5 1.541573666580425e-06 2016
5.25 1.324801451798448e-06 1640
5.5 1.00124480272809e-06 1056
5.75 4.763221823115792e-07 683
6 2.149662489836917e-07 350
6.25 9.107671509859967e-08 192
6.5 2.041731862343148e-08 44
6.75 1.400929009775302e-08 24
7 8.904641006044913e-12 1

0.25 1.268325996416934e-08 18
0.5 2.988474924141007e-08 62
0.75 4.144376576160587e-08 98
1 9.338704602407524e-08 210
1.25 1.521235414374439e-07 350
1.5 2.460737867008874e-07 450
1.75 4.986571387569475e-07 602
2 1.062605980506473e-06 762
2.25 1.395288110299868e-06 1142
2.5 9.514657399223628e-07 1250
2.75 8.378173878730624e-07 1458
3 9.236600951788749e-07 1814
3.25 1.155744840448251e-06 2178
3.5 1.403211638399595e-06 2498
3.75 1.834387785297024e-06 2622
4 2.481336864677865e-06 3191
4.25 2.866347207734811e-06 3044
4.5 3.086564460010399e-06 2736
4.75 3.024846467843068e-06 2276
5 3.260479817077104e-06 2016
5.25 3.044276737115747e-06 1640
5.5 2.413732037678742e-06 1056
5.75 1.503107577671741e-06 683
6 5.986442659563889e-07 350
6.25 2.800261150990416e-07 192
6.5 6.097695941377243e-08 44
6.75 3.087202702486525e-08 24
7 3.740169976853589e-11 1

0.25 2.853024085617025e-08 18
0.5 3.977431611909243e-08 62
0.75 7.517692010669224e-08 98
1 1.811871753428029e-07 210
1.25 2.220210183413273e-07 350
1.5 3.859623217976565e-07 450
1.75 9.335017128005082e-07 602
2 2.027301900481915e-06 762
2.25 2.462027324468612e-06 1142
2.5 1.792067275238337e-06 1250
2.75 1.705002340983786e-06 1458
3 2.037927345132284e-06 1814
3.25 2.673724243701877e-06 2178
3.5 3.269588679583533e-06 2498
3.75 4.093576147789112e-06 2622
4 5.468670405792593e-06 3191
4.25 5.876309981880758e-06 3044
4.5 6.164430557865173e-06 2736
4.75 6.250212028364685e-06 2276
5 6.406566682687232e-06 2016
5.25 5.593238573159112e-06 1640
5.5 4.167740774957838e-06 1056
5.75 2.437302107244599e-06 683
6 1.12177224281059e-06 350
6.25 5.599196296111151e-07 192
6.5 1.285254301697418e-07 44
6.75 7.724541880214059e-08 24
7 1.781300738547969e-11 1

0.25 3.643352253786243e-08 18
0.5 6.100207168335161e-08 62
0.75 1.37821964357851e-07 98
1 2.314390669302726e-07 210
1.25 4.15302887339285e-07 350
1.5 6.799818719955495e-07 450
1.75 1.542128336680104e-06 602
2 3.295907330026815e-06 762
2.25 3.594670372675204e-06 1142
2.5 2.642218950535434e-06 1250
2.75 2.446581698693921e-06 1458
3 2.779665439538882e-06 1814
3.25 3.695346481052076e-06 2178
3.5 4.641404447237635e-06 2498
3.75 5.543513481953884e-06 2622
4 7.795841092723444e-06 3191
4.25 8.359981142079141e-06 3044
4.5 9.036218384669472e-06 2736
4.75 9.338043231592112e-06 2276
5 9.952751481459089e-06 2016
5.25 8.837508547596878e-06 1640
5.5 6.746387829553335e-06 1056
5.75 3.798313465492301e-06 683
6 1.751203844505541e-06 350
6.25 8.721300659497345e-07 192
6.5 1.865450519883751e-07 44
6.75 8.537118344085786e-08 24
7 2.942684931455555e-10 1

0.25 5.238441089074531e-08 18
0.5 1.126470300983823e-07 62
0.75 1.811842375538991e-07 98
1 3.579839643928932e-07 210
1.25 5.500896967004944e-07 350
1.5 9.294823117338959e-07 450
1.75 2.105809581660656e-06 602
2 4.835757699394086e-06 762
2.25 5.098108157927723e-06 1142
2.5 3.827827620553636e-06 1250
2.75 4.11324027499446e-06 1458
3 4.711260707871477e-06 1814
3.25 5.73924250218402e-06 2178
3.5 7.581087252606997e-06 2498
3.75 8.967019418354475e-06 2622
4 1.209688291003798e-05 3191
4.25 1.352239508246743e-05 3044
4.5 1.429133306156825e-05 2736
4.75 1.406718622141877e-05 2276
5 1.422162704114585e-05 2016
5.25 1.233324572916026e-05 1640
5.5 9.435891760750513e-06 1056
5.75 5.4267254435272e-06 683
6 2.328566639165543e-06 350
6.25 1.273458298725749e-06 192
6.5 2.858728292945248e-07 44
6.75 1.436225984236444e-07 24
7 5.809249461930918e-10 1

0.25 6.83382707567227e-08 18
0.5 1.868970220646641e-07 62
0.75 2.230170263157609e-07 98
1 5.023275780723277e-07 210
1.25 7.607610094611496e-07 350
1.5 1.242045927972289e-06 450
1.75 2.937406524576999e-06 602
2 6.152029951896315e-06 762
2.25 5.953341823817749e-06 1142
2.5 4.787450643111632e-06 1250
2.75 5.019763118294986e-06 1458
3 5.867459785182886e-06 1814
3.25 7.203448218097451e-06 2178
3.5 9.123250991308147e-06 2498
3.75 1.078903049592183e-05 2622
4 1.426131497257995e-05 3191
4.25 1.604572840441369e-05 3044
4.5 1.774240136808605e-05 2736
4.75 1.688997161984209e-05 2276
5 1.837261979570097e-05 2016
5.25 1.644238516487158e-05 1640
5.5 1.085044883566871e-05 1056
5.75 7.072710023015806e-06 683
6 2.903524793409339e-06 350
6.25 1.64078197241959e-06 192
6.5 3.733397719806212e-07 44
6.75 1.769654194977206e-07 24
7 8.010074051793827e-10 1

0.25 6.635093946574263e-08 18
0.5 2.016551342046695e-07 62
0.75 2.781415281742711e-07 98
1 5.964611232793962e-07 210
1.25 9.530453424480341e-07 350
1.5 1.71227248514326e-06 450
1.75 3.340263707079113e-06 602
2 7.177163562179102e-06 762
2.25 7.382531507996439e-06 1142
2.5 6.148818971003048e-06 1250
2.75 6.758759436812961e-06 1458
3 8.44229315210698e-06 1814
3.25 9.822620946552384e-06 2178
3.5 1.221329069855808e-05 2498
3.75 1.498047689927947e-05 2622
4 2.033136221505723e-05 3191
4.25 2.321554435878711e-05 3044
4.5 2.413215579298803e-05 2736
4.75 2.340943606582621e-05 2276
5 2.368480116963554e-05 2016
5.25 2.108627208764709e-05 1640
5.5 1.509790180296295e-05 1056
5.75 8.738929947750248e-06 683
6 3.726300191793156e-06 350
6.25 1.922258770421327e-06 192
6.5 4.314322395380665e-07 44
6.75 2.102384301529922e-07 24
7 4.876455550004333e-10 1

0.25 7.938502436363295e-08 18
0.5 2.359143898371841e-07 62
0.75 3.954622708497584e-07 98
1 6.954812520191177e-07 210
1.25 1.223977985524306e-06 350
1.5 1.929494909526575e-06 450
1.75 4.031310840134111e-06 602
2 7.897699547941746e-06 762
2.25 8.669048811800714e-06 1142
2.5 7.265399492522727e-06 1250
2.75 7.733660913390724e-06 1458
3 9.670360217687522e-06 1814
3.25 1.239718248362479e-05 2178
3.5 1.565775968041155e-05 2498
3.75 1.804546746910257e-05 2622
4 2.391335666570802e-05 3191
4.25 2.655215536760414e-05 3044
4.5 2.702880467128763e-05 2736
4.75 2.616082785767075e-05 2276
5 2.695321829808411e-05 2016
5.25 2.403551670033602e-05 1640
5.5 1.56090674481256e-05 1056
5.75 9.85920958534624e-06 683
6 5.071438591497213e-06 350
6.25 2.241549675790924e-06 192
6.5 5.086139023920311e-07 44
6.75 3.518790506042946e-07 24
7 3.736328761184049e-09 1

0.25 6.439440407730614e-08 18
0.5 2.615691268042869e-07 62
0.75 4.534407381631206e-07 98
1 7.845383879323138e-07 210
1.25 1.493725592777851e-06 350
1.5 2.577931070001418e-06 450
1.75 4.854675887366393e-06 602
2 8.608943351199116e-06 762
2.25 1.004333600724687e-05 1142
2.5 8.637434539231352e-06 1250
2.75 9.11938148455179e-06 1458
3 1.147292392226401e-05 1814
3.25 1.474058682217695e-05 2178
3.5 1.826209143750148e-05 2498
3.75 2.158463316693453e-05 2622
4 2.813208033243725e-05 3191
4.25 3.093201377883147e-05 3044
4.5 3.155454773824502e-05 2736
4.75 3.137115314405626e-05 2276
5 3.100808488470941e-05 2016
5.25 2.789269328276395e-05 1640
5.5 1.881465278875965e-05 1056
5.75 1.193407974913962e-05 683
6 5.688684907108668e-06 350
6.25 2.919537518064085e-06 192
6.5 6.300329521305666e-07 44
6.75 3.884076893025562e-07 24
7 4.470592538775063e-09 1

0.25 1.106793822055138e-07 18
0.5 3.384001213829218e-07 62
0.75 4.803902895322648e-07 98
1 1.094783768114687e-06 210
1.25 1.690392298971673e-06 350
1.5 2.658578863389001e-06 450
1.75 5.388162101981771e-06 602
2 9.615456981075196e-06 762
2.25 1.157213583499166e-05 1142
2.5 9.770558853326195e-06 1250
2.75 1.080715429775902e-05 1458
3 1.364589883708953e-05 1814
3.25 1.720981081644458e-05 2178
3.5 2.099853697019767e-05 2498
3.75 2.616967703908963e-05 2622
4 3.372914809958408e-05 3191
4.25 3.575571452412085e-05 3044
4.5 3.775342180719781e-05 2736
4.75 3.562647374036459e-05 2276
5 3.584482786031323e-05 2016
5.25 3.116887363337321e-05 1640
